m0,m1,m2,m3,voltage_mV,std_mV
2292,1742,4029,3788,2.561952574236274,10.277874613644073
670,1193,1595,3054,1.8174535355693227,8.734445250022883
702,2113,1759,1056,2.0364238410596025,9.221510074628023
2067,2061,2123,1831,2.6933347575304425,10.521312409233193
3241,3823,2261,3928,3.218863490707114,11.428299182578387
1665,948,3646,1989,2.3867763298440505,9.941324216012688
3529,3276,3320,2746,1.9926297799615464,9.12659722401795
4075,1469,2694,1154,1.2262337107455672,7.224825598969043
2118,3994,4081,1172,2.627643665883358,10.400513257179119
3797,397,3294,1643,3.525421918393506,11.91486228153148
2932,1346,1123,80,1.335718863490707,7.530764146834835
30,1997,4014,1374,2.5181585131382183,10.195060837566121
1669,681,3732,683,2.561952574236274,10.277874613644073
128,1720,1232,1484,1.5765861995300148,8.158399861738872
3519,2834,1740,244,1.9488357188634904,9.030474510393312
1097,1566,366,3936,1.1167485580004273,6.903609725240887
2266,1178,1397,2945,1.6422772911770986,8.320151280394109
1944,2423,1690,1271,0.9634693441572313,6.423858820599572
1355,1732,784,3384,3.3064516129032255,11.5702342968835
1521,4021,3798,1080,2.2334971160008545,9.634593909101156
1156,3225,1676,2254,2.82471694082461,10.757639169232494
234,3821,1736,878,2.890408032471694,10.873281352848375
719,1897,490,2279,1.9269386883144626,8.98194733561316
3936,1663,1802,1085,1.138645588549455,6.969175037093242
492,847,2522,2900,4.839243751335184,13.729961996652504
567,2845,968,3008,1.839350566118351,8.784612715894253
3326,509,970,723,1.7298654133732108,8.530263610012025
3818,23,390,1695,1.270027771843623,7.348925315656259
3216,145,908,1038,41.60435804315318,9.544694332683594
1875,2792,2299,2743,2.2334971160008545,9.634593909101156
2726,3286,221,1415,2.1678060243537702,9.499349794594277
283,3537,2394,1917,1.686071352275155,8.42597621716659
3472,1415,517,1275,1.2262337107455672,7.224825598969043
3491,1770,187,2072,1.1824396496475111,7.0982864648003945
655,2376,335,2335,1.401409955137791,7.707754753257851
3899,3770,1439,977,2.583849604785302,10.318962577701605
941,3692,2767,505,2.2553941465498824,9.67915628027112
1366,1006,268,778,2.71523178807947,10.561180954776733
2949,1123,3925,3843,5.64943388164922,14.679766667057324
181,2639,720,751,1.532792138431959,8.048462015905292
1079,436,953,1284,2.1459089938047424,9.453737048165692
2272,1935,1779,2729,2.4962614825891896,10.153329823056886
3030,2155,103,1606,1.0510574663533432,6.702637771912572
2303,2665,161,1173,1.467101046784875,7.880223816519517
808,1004,1490,3419,0.8320871608630634,5.97897206202469
1383,2059,528,2259,0.9634693441572313,6.423858820599572
2717,635,2345,945,2.4086733603930783,9.98418153647293
3930,2870,485,4010,3.0436872463148896,11.13693823162848
2493,1487,2480,1900,2.255394146549882,9.67915628027112
3597,3569,3608,1737,1.9707327494125186,9.078689490565509
2969,39,2735,1307,2.561952574236274,10.277874613644071
2869,3772,3289,1089,3.6130100405896175,12.048839816018386
192,3619,698,2841,2.430570390942106,10.026807855879154
2621,2030,3641,2555,3.3064516129032255,11.5702342968835
2632,814,929,1182,6.897564622943816,15.952929787261796
2,2539,2239,2665,2.0802179021576586,9.315250044089266
1367,2554,738,1619,1.8393505661183505,8.784612715894253
2003,426,130,1421,2.890408032471694,10.873281352848375
2711,3108,1147,3869,1.160542619098483,7.034061074297898
1455,1044,2230,2827,3.853877376628925,12.406634131077235
2690,2092,2005,2082,1.5984832300790428,8.212729363948112
3759,22,3856,1991,3.941465498825037,12.53306150120533
1086,2853,2749,1604,2.0583208716086308,9.268524434888894
2860,2067,2755,3508,1.248130741294595,7.287172537771615
289,962,1713,2539,2.474364452040162,10.111379161617105
2081,652,107,2275,1.5108951078829307,7.992836082414953
1743,3508,3731,960,2.4524674214911344,10.069206107946105
1649,188,3669,3939,3.2407605212561412,11.464010446433079
1753,346,19,3243,2.408673360393078,9.98418153647293
51,2523,819,11,2.1678060243537702,9.499349794594275
3146,720,431,1875,1.0072634052552873,6.564874373818548
1808,1875,3152,3847,3.963362529374065,12.564374167697613
2772,4061,570,3438,2.321085238196966,9.81133589540272
1056,537,1913,1944,2.2116000854518263,9.589774467044185
4055,937,2697,640,2.8028199102755815,10.718725061686179
1365,638,105,801,1.4889980773339029,7.936759886713515
2008,532,572,3081,1.0729544969023712,6.770362135096862
4005,424,1811,3733,2.2334971160008545,9.634593909101156
2101,592,292,1729,1.467101046784875,7.880223816519517
4050,3086,3438,803,2.6933347575304425,10.521312409233195
1849,3404,1712,2044,1.160542619098483,7.034061074297898
1515,2703,1138,2933,1.5984832300790428,8.212729363948112
302,2559,3858,3303,2.1897030549027985,9.544694332683592
1064,2322,1085,1163,262.54631183812984,6.545892963404083
1404,3636,3086,2709,3.9414654988250373,12.53306150120533
1470,2495,2419,1690,2.1897030549027985,9.544694332683592
